State Id,Program Title,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit ,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
179464,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
179464,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
179464,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,101,Orientation,5/3/2021,5/3/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
598536,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
598536,DC Infrastructure Academy,220,Job Readiness Training,4/5/2021,4/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
598536,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
598536,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
598536,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/19/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
632145,DC Infrastructure Academy,104,Workshops,4/19/2021,4/19/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
632145,DC Infrastructure Academy,220,Job Readiness Training,4/4/2021,4/29/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
632145,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
632145,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/5/2021,5/6/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
632145,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/4/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
81772,DC Infrastructure Academy,101,Orientation,5/5/2021,5/5/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
81772,DC Infrastructure Academy,220,Job Readiness Training,6/2/2021,6/10/2021,Unsuccessful Completion - Dropped Out,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
81772,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
81772,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
81772,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,6/10/2021,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516808,DC Infrastructure Academy,101,Orientation,5/6/2021,5/6/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
329190,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
329190,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
329190,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
150210,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
150210,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
150210,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
150515,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,6/14/2021,Unsuccessful Completion - Did Not Meet Requirement,"CNI, LLC",Washington Gas Training Program,,,,,,                              ,,,,,,,,,,,,,,
165492,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
165492,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
165492,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
165492,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
409525,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,5/17/2021,Unsuccessful Completion - Dropped Out,"CNI, LLC",Washington Gas Training Program,,,,,,                              ,,,,,,,,,,,,,,
565212,DC Infrastructure Academy,104,Workshops,5/11/2021,5/11/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
565212,DC Infrastructure Academy,220,Job Readiness Training,5/17/2021,5/28/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
565212,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/17/2021,5/17/2021,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,                              ,,,,,,,,,,,,,,
178601,DC Infrastructure Academy,101,Orientation,5/15/2021,5/15/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
584069,DC Infrastructure Academy,101,Orientation,5/17/2021,5/17/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
72007,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/7/2021,Unsuccessful Completion - Failed to Report,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
72007,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/10/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
506323,DC Infrastructure Academy,101,Orientation,5/17/2021,5/17/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
506317,DC Infrastructure Academy,101,Orientation,5/18/2021,5/18/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
506317,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
230010,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
230010,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
230010,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/18/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,,,,,,                              ,,,,,,,,,,,,,,
368356,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
368356,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
368356,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/18/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
636123,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
636123,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
636123,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/19/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
483249,DC Infrastructure Academy,101,Orientation,5/19/2021,5/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
130566,DC Infrastructure Academy,101,Orientation,5/19/2021,5/19/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
131755,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/18/2021,6/1/2021,Unsuccessful Completion - Failed to Report,"CNI, LLC",Washington Gas Training Program,,,,,,                              ,,,,,,,,,,,,,,
117391,DC Infrastructure Academy,101,Orientation,5/20/2021,5/20/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
117391,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
117391,DC Infrastructure Academy,226,Reading and/or Math Testing,6/8/2021,6/8/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
386607,DC Infrastructure Academy,101,Orientation,5/26/2021,5/26/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
578273,DC Infrastructure Academy,101,Orientation,5/26/2021,5/26/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
58092,DC Infrastructure Academy,101,Orientation,5/28/2021,5/28/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
99916,DC Infrastructure Academy,101,Orientation,3/30/2021,3/30/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
99916,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
99916,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
99916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
99916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Participation Waived/Exempted,ICE Training Center Inc.,CPR/AED Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
507339,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
507339,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
507339,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
507339,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
507339,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,220,Job Readiness Training,6/1/2021,6/11/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/26/2021,5/26/2021,Successful Completion,ICE Training Center Inc.,CPR/AED Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/27/2021,5/28/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
304358,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
305867,DC Infrastructure Academy,101,Orientation,6/1/2021,6/1/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
637825,DC Infrastructure Academy,104,Workshops,5/4/2021,6/3/2021,Successful Completion,"DC Department of Insurance, Securities and Banking",Bank on DC,,,,,,                              ,,,,,,,,,,,,,,
637825,DC Infrastructure Academy,220,Job Readiness Training,6/3/2021,6/3/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
637825,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
637825,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/4/2021,5/4/2021,Successful Completion,The Training Zone of the DMV,OSHA 30,,,,,,                              ,,,,,,,,,,,,,,
637825,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/7/2021,6/18/2021,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
632871,DC Infrastructure Academy,101,Orientation,6/3/2021,6/3/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
142348,DC Infrastructure Academy,101,Orientation,6/7/2021,6/7/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
637477,DC Infrastructure Academy,104,Workshops,7/16/2021,7/16/2021,Participation Waived/Exempted,"DC Department of Insurance, Securities and Banking",Bank on DC,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
637477,DC Infrastructure Academy,220,Job Readiness Training,7/5/2021,7/16/2021,Successful Completion,"Art and Soul Solutions, Inc.",Workforce Readiness Training,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
637477,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/7/2021,7/2/2021,Successful Completion,"CNI, LLC",Washington Gas Training Program,5,7/3/2021,,,,                              ,,,,,,,,,,,,,,
98287,DC Infrastructure Academy,101,Orientation,6/9/2021,6/9/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
98287,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
403003,DC Infrastructure Academy,101,Orientation,6/8/2021,6/8/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
403003,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
181003,DC Infrastructure Academy,101,Orientation,6/9/2021,6/9/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
356466,DC Infrastructure Academy,101,Orientation,6/2/2021,6/2/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
450502,DC Infrastructure Academy,101,Orientation,6/10/2021,6/10/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
180919,DC Infrastructure Academy,101,Orientation,6/17/2021,6/17/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
614025,DC Infrastructure Academy,101,Orientation,6/16/2021,6/16/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
520428,DC Infrastructure Academy,101,Orientation,6/17/2021,6/17/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
520428,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
186473,DC Infrastructure Academy,101,Orientation,6/22/2021,6/22/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
55470,DC Infrastructure Academy,101,Orientation,6/21/2021,6/21/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
226797,DC Infrastructure Academy,101,Orientation,6/21/2021,6/21/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
169518,DC Infrastructure Academy,101,Orientation,6/25/2021,6/25/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
55563,DC Infrastructure Academy,101,Orientation,6/29/2021,6/29/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
366521,DC Infrastructure Academy,101,Orientation,6/29/2021,6/29/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
29640,DC Infrastructure Academy,101,Orientation,7/6/2021,7/6/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
479016,DC Infrastructure Academy,101,Orientation,7/6/2021,7/6/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
479016,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
105209,DC Infrastructure Academy,101,Orientation,7/7/2021,7/7/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
402814,DC Infrastructure Academy,101,Orientation,7/7/2021,7/7/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
454561,DC Infrastructure Academy,101,Orientation,7/11/2021,7/11/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
155158,DC Infrastructure Academy,101,Orientation,7/9/2021,7/9/2021,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,                              ,,,,,,,,,,,,,,
297372,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
149192,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
22755,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
413505,DC Infrastructure Academy,220,Job Readiness Training,8/17/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
461160,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
473267,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
147608,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
92222,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
647690,DC Infrastructure Academy,220,Job Readiness Training,8/16/2021,NA,,"Art and Soul Solutions, Inc.",Workforce Readiness Training,,,,,,                              ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
