State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
168371,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,2/3/2020,,5/1/2019,Community Bridge Foundation,Washington,DC,Litter Collector,40,14.5,1,1,9,0,541720,,,
97597,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
206565,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Flagger Force,Glen Burnie,MD,flagger,40,13.5,1,1,9,0,237310,,,
17697,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,5,10/24/2019,Successful Completion Employed,7/7/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
423489,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Successful Completion Employed,8/12/2019,,8/12/2019,FedEx,Washington,DC,Package Handler,40,15,1,1,9,0,492110,,,
136814,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
465124,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,5/8/2019,Unsuccessful Completion - Dropped Out,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,Unknown Status,6/22/2020,,                              ,,,,,,,,,,,,,,
631855,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
429764,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Unknown Status,9/9/2020,,                              ,,,,,,,,,,,,,,
512727,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
93829,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
17748,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,Successful Completion Employed,7/23/2019,,7/23/2019,ARAMARK Food & Support Svc.,,,Gen Utility Worker,40,15.8,1,1,9,0,,,,
266245,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/6/2019,11/21/2019,Successful Completion,Excel Automotive Institute,Automotive- Brakes,5,7/3/2019,,,,                              ,,,,,,,,,,,,,,
151470,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,4/17/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,,,,                              ,,,,,,,,,,,,,,
347139,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
482792,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
508329,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,,,,                              ,,,,,,,,,,,,,,
455250,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,6,8/13/2019,,,,                              ,,,,,,,,,,,,,,
319863,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
400907,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,10/21/2019,Unsuccessful Completion - Dropped Out,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Unknown Status,9/15/2020,,                              ,,,,,,,,,,,,,,
195665,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,10/11/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,,,Unknown Status,9/21/2020,,                              ,,,,,,,,,,,,,,
100379,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
505577,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/20/2019,7/8/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),5,6/21/2019,Successful Completion Employed,2/24/2020,,7/29/2019,Nestle USA Inc,Arlington,VA,Specialist Boutique Coffee,30,16,1,1,9,0,311999,,,
509860,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
277099,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,10/21/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,,,Unknown Status,9/8/2020,,                              ,,,,,,,,,,,,,,
511706,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
435474,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,Successful Completion Employed,10/2/2019,,10/2/2019,Sheehy Ford/Marlow Heights,Suitland,MD,Parts Counter,40,11,0,0,9,0,811111,,,
423489,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,Successful Completion Employed,8/12/2019,,8/12/2019,FedEx,Washington,DC,Package Handler,40,15,1,1,9,0,492110,,,
356642,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
278224,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
434930,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/28/2019,8/9/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,5/17/2019,,,,                              ,,,,,,,,,,,,,,
512285,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/9/2019,,,,                              ,,,,,,,,,,,,,,
463231,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),6,9/10/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
431391,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
70662,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
104170,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,10/11/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,4,7/12/2019,Successful Completion Employed,3/21/2019,,3/21/2019,Garage Pros of Wi Inc,Lorton,VA,Garage Attendant,40,15,0,0,9,0,811111,,,
355264,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,7/26/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,7/26/2019,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
127189,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
483788,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Successful Completion Employed,2/24/2020,,10/30/2019,Janjer Enterprises,Silver Spring,MD,Food Service Worker,40,11.5,1,1,9,0,722511,,,
505730,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Successful Completion Employed,8/1/2019,,5/30/2019,CLP Electrical Contractors,Largo,MD,Electrician,40,23,0,0,9,0,,,,
481202,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Successful Completion Employed,8/9/2019,,8/9/2019,Sodexo,Washington,DC,Food Service Worker,40,14.5,1,1,9,0,812990,,,
99916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
506026,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,12/13/2019,Successful Completion Employed,2/24/2020,,1/10/2020,Trueblue Inc,Salisbury,MD,Temp Worker,40,12,1,1,9,0,561311,,,
152976,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2018,Successful Completion Employed,12/12/2019,,12/12/2019,H4H Services LLC,Seat Pleasant,MD,Team Member,40,16,1,1,9,0,,,,
92273,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,9/16/2019,Unsuccessful Completion - Dropped Out,Excel Automotive Institute,Automotive Foundations,5,7/15/2019,,,,                              ,,,,,,,,,,,,,,
506857,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,Cannot Locate,9/11/2020,,                              ,,,,,,,,,,,,,,
398618,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,lineman,40,20,1,1,9,0,221122,,,
485495,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,9/10/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
125453,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,6/5/2019,Successful Completion Employed,2/10/2020,,2/10/2020,22nd Century Technology,Mc Lean,VA,PC Systems Specialist,40,22.91,1,1,9,0,541612,,,
504585,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2019,9/27/2019,Unsuccessful Completion - Failed to Report,CC Prep - MLK,Help Desk IT Training,,,Unknown Status,9/2/2020,,                              ,,,,,,,,,,,,,,
35237,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,3/4/2020,,10/8/2019,Allied Universal Security Service,,,OPS - UN: Security Professiona,20,22.92,1,1,9,0,,,,
506166,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,,,,                              ,,,,,,,,,,,,,,
188031,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,8/7/2019,,8/7/2019,positive construction,,,Flagger,40,13,1,1,9,0,,,,
511705,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Unsuccessful Completion - Dropped Out,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,Successful Completion Employed,10/25/2019,,10/25/2019,Granite City Food & Brewery Ltd,,,Host,40,12,1,1,9,0,,,,
19429,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,,,,                              ,,,,,,,,,,,,,,
464961,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,2/26/2020,,2/18/2020,Commonwealth Power,Richmond,VA,Solar Installer,40,15,1,1,9,0,,,,
165492,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
278224,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
52115,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
240856,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,Successful Completion Employed,9/18/2019,,7/29/2019,"DMCG, Inc. dba Go Staffing Solutions",Baltimore,MD,Housekeeper,40,14,0,0,9,0,,,,
263116,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,3/8/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
569693,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/28/2021,,,,                              ,,,,,,,,,,,,,,
97804,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,,,,                              ,,,,,,,,,,,,,,
416985,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,8/15/2019,,8/13/2019,Positive Construction Solutions,Lusby,MD,Flagger,40,13,0,0,9,0,,,,
152976,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/28/2018,Successful Completion Employed,12/12/2019,,12/12/2019,H4H Services LLC,Seat Pleasant,MD,Team Member,40,16,1,1,9,0,,,,
484061,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,1/23/2020,,8/5/2019,utiliquest,,,Line Locator,40,15,1,1,9,0,,,,
209333,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
510530,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/2/2019,,,,                              ,,,,,,,,,,,,,,
408694,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,12/13/2019,Successful Completion Employed,1/21/2020,,1/21/2020,Washington DC Solar,Washington,DC,Solar Installer,40,15.6,1,1,9,0,,,,
95599,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,9/9/2019,,9/9/2019,Burlington Stores (13200),,,Receiving Associate,25,11.5,0,0,9,0,,,,
